gender,weight,height,age,activity_level,calories_needed
male,87,195,22,extra_active,3454
female,82,179,23,extra_active,3159
female,59,161,22,light_exercise,1822
female,78,179,23,moderate_exercise,2515
male,68,173,18,moderate_exercise,2341
male,62,190,19,sedentary,1862
female,55,151,24,sedentary,1455
female,46,155,23,moderate_exercise,1787
male,82,197,20,very_active,3088
female,58,155,23,very_active,2195
male,76,190,23,extra_active,3176
female,44,166,23,sedentary,1442
female,42,152,19,extra_active,2117
male,61,179,20,sedentary,1761
male,52,181,24,sedentary,1644
male,85,169,24,extra_active,3088
female,42,154,23,light_exercise,1521
female,43,172,24,very_active,2111
male,58,156,22,moderate_exercise,1990
male,84,177,21,very_active,2898
female,50,165,18,sedentary,1536
female,43,156,20,sedentary,1373
male,51,163,18,light_exercise,1757
female,63,155,21,very_active,2299
male,67,182,19,light_exercise,2133
male,89,164,24,extra_active,3105
female,67,174,19,very_active,2590
female,87,156,18,extra_active,3029
female,65,156,20,light_exercise,1876
female,85,167,18,moderate_exercise,2546
female,75,161,19,sedentary,1800
male,77,158,18,moderate_exercise,2335
female,61,165,22,sedentary,1644
male,62,191,18,light_exercise,2149
male,57,151,23,very_active,2135
female,56,167,19,sedentary,1617
female,81,164,18,extra_active,3010
male,52,193,24,light_exercise,1987
male,95,165,23,sedentary,2046
female,81,166,21,extra_active,3005
male,55,190,24,extra_active,2767
female,70,169,21,light_exercise,2049
male,78,157,20,moderate_exercise,2325
female,82,158,19,extra_active,2948
male,57,171,18,extra_active,2637
male,52,190,19,extra_active,2758
female,47,178,20,very_active,2280
female,59,172,18,very_active,2439
female,70,174,22,light_exercise,2085
female,46,165,22,light_exercise,1678
female,65,167,20,sedentary,1719
female,55,176,23,light_exercise,1889
male,99,179,19,moderate_exercise,2872
male,56,186,23,extra_active,2748
female,43,166,18,very_active,2098
male,69,185,18,very_active,2752
male,86,153,20,sedentary,1866
female,50,155,23,very_active,2057
male,88,183,21,moderate_exercise,2725
male,50,151,23,very_active,2014
male,69,152,22,moderate_exercise,2122
female,69,151,20,very_active,2368
male,50,180,21,moderate_exercise,2106
female,73,165,18,sedentary,1812
female,48,172,20,very_active,2232
female,64,171,23,moderate_exercise,2221
female,74,169,20,very_active,2648
male,56,150,19,moderate_exercise,1924
male,97,198,19,light_exercise,2683
male,84,150,22,sedentary,1808
female,45,156,20,extra_active,2212
female,74,157,20,moderate_exercise,2263
male,66,169,18,extra_active,2784
female,49,175,23,moderate_exercise,2027
male,60,167,18,very_active,2402
male,80,159,21,extra_active,2903
female,52,179,24,moderate_exercise,2105
male,90,155,23,light_exercise,2190
male,65,199,22,light_exercise,2231
female,50,167,20,light_exercise,1764
female,87,175,24,very_active,2903
male,82,164,19,light_exercise,2185
male,67,165,19,sedentary,1734
male,61,181,21,very_active,2545
female,85,169,23,light_exercise,2242
female,78,168,18,extra_active,3000
male,95,184,21,sedentary,2201
female,74,150,22,sedentary,1688
male,54,173,20,moderate_exercise,2108
male,91,161,24,extra_active,3107
female,47,163,20,light_exercise,1688
male,86,169,23,very_active,2829
male,69,171,19,very_active,2592
female,41,178,22,moderate_exercise,1940
male,86,159,21,light_exercise,2183
male,72,161,23,very_active,2502
female,64,157,23,sedentary,1614
male,68,154,20,sedentary,1658
female,42,166,19,very_active,2073
male,53,169,19,extra_active,2527
female,55,172,24,light_exercise,1848
male,69,166,20,extra_active,2786
female,77,166,18,sedentary,1868
female,79,178,23,extra_active,3090
male,69,163,22,extra_active,2732
male,58,187,18,moderate_exercise,2322
female,68,152,20,extra_active,2601
female,78,158,19,very_active,2607
male,52,150,19,sedentary,1442
female,71,175,19,extra_active,2941
female,82,150,21,moderate_exercise,2312
female,40,178,19,extra_active,2387
male,93,185,18,light_exercise,2523
female,86,176,24,sedentary,2015
male,56,162,24,very_active,2228
male,65,198,23,very_active,2780
male,58,193,23,extra_active,2869
male,73,165,20,sedentary,1800
female,65,152,24,extra_active,2506
male,66,170,21,moderate_exercise,2258
male,87,174,24,very_active,2892
male,78,173,20,light_exercise,2200
male,92,161,20,light_exercise,2290
female,80,172,18,light_exercise,2233
female,63,176,23,extra_active,2763
female,86,157,23,very_active,2700
female,81,154,20,very_active,2607
female,66,176,24,very_active,2551
female,88,172,19,light_exercise,2336
male,96,162,18,light_exercise,2367
female,42,164,18,light_exercise,1642
female,83,177,20,very_active,2890
female,53,161,19,sedentary,1536
male,73,179,21,moderate_exercise,2453
male,59,199,18,extra_active,3007
male,60,166,21,light_exercise,1886
female,62,151,19,extra_active,2485
female,53,160,22,very_active,2172
female,41,167,22,sedentary,1419
female,78,163,18,light_exercise,2128
male,86,177,20,very_active,2942
female,81,174,20,light_exercise,2250
male,98,153,22,very_active,2873
female,74,162,23,very_active,2547
male,52,187,20,very_active,2463
male,83,157,20,very_active,2674
female,50,169,23,very_active,2208
male,82,187,21,sedentary,2067
male,93,193,23,very_active,3209
male,68,161,18,light_exercise,1973
male,88,150,20,very_active,2685
female,48,157,18,moderate_exercise,1876
female,62,163,19,sedentary,1659
male,72,175,24,light_exercise,2108
male,98,163,23,moderate_exercise,2670
male,79,189,24,light_exercise,2324
female,75,163,21,very_active,2592
female,42,152,21,light_exercise,1518
male,74,160,19,sedentary,1781
male,70,173,23,extra_active,2860
female,75,171,24,extra_active,2922
female,76,153,21,extra_active,2755
female,80,175,24,extra_active,3064
female,69,156,19,moderate_exercise,2184
female,86,160,23,moderate_exercise,2455
female,89,161,19,very_active,2829
male,61,172,21,light_exercise,1951
female,51,156,22,extra_active,2307
female,72,162,24,extra_active,2758
male,90,197,23,extra_active,3525
male,98,150,22,sedentary,1976
male,84,186,22,very_active,2987
female,51,153,24,extra_active,2252
female,73,176,22,extra_active,2962
female,68,153,20,very_active,2372
female,51,171,23,light_exercise,1791
female,67,177,23,extra_active,2850
male,87,173,20,light_exercise,2324
male,85,169,24,sedentary,1950
male,67,173,24,extra_active,2793
male,72,192,19,sedentary,1997
female,72,162,21,light_exercise,2016
male,83,191,23,light_exercise,2403
female,79,153,19,moderate_exercise,2310
male,57,197,21,extra_active,2917
female,61,160,24,light_exercise,1827
male,83,158,21,moderate_exercise,2405
male,52,189,22,extra_active,2717
male,77,154,24,very_active,2504
female,46,157,24,moderate_exercise,1798
female,82,177,22,moderate_exercise,2566
male,72,196,18,extra_active,3219
female,69,175,18,sedentary,1839
female,52,177,24,very_active,2321
female,64,173,24,extra_active,2736
male,77,159,22,very_active,2575
male,64,179,24,very_active,2549
female,85,161,20,sedentary,1914
female,48,167,20,light_exercise,1736
female,89,172,20,sedentary,2045
male,58,150,20,light_exercise,1728
female,74,164,23,light_exercise,2047
female,62,156,22,very_active,2284
female,41,159,19,very_active,1980
female,52,178,24,extra_active,2568
female,42,156,24,light_exercise,1532
female,84,156,21,sedentary,1859
female,53,165,23,very_active,2217
male,78,193,20,extra_active,3278
male,98,187,21,moderate_exercise,2918
female,68,155,23,light_exercise,1888
female,85,162,21,moderate_exercise,2475
female,64,151,18,very_active,2299
female,82,158,20,sedentary,1856
female,40,153,20,moderate_exercise,1698
female,79,163,22,sedentary,1845
female,62,165,19,moderate_exercise,2163
female,71,172,20,very_active,2629
female,77,155,23,very_active,2523
female,43,177,21,very_active,2191
female,45,160,24,very_active,2017
female,46,161,21,light_exercise,1650
male,80,156,22,light_exercise,2068
female,64,156,21,moderate_exercise,2091
female,79,169,23,very_active,2709
female,53,150,21,light_exercise,1652
male,68,182,23,extra_active,2929
male,72,165,21,sedentary,1782
female,45,151,19,sedentary,1365
male,94,191,18,very_active,3248
female,86,178,20,sedentary,2054
male,52,190,19,moderate_exercise,2250
female,65,158,20,moderate_exercise,2134
female,63,170,19,moderate_exercise,2227
female,61,172,21,moderate_exercise,2199
female,41,154,22,extra_active,2093
female,86,155,24,sedentary,1857
female,84,170,24,light_exercise,2230
male,65,185,21,very_active,2657
female,59,162,23,sedentary,1592
male,59,196,20,sedentary,1865
male,82,161,23,light_exercise,2132
male,79,163,24,very_active,2635
female,79,177,23,moderate_exercise,2511
female,70,159,23,light_exercise,1949
female,74,150,24,very_active,2409
female,59,175,20,sedentary,1707
male,59,162,22,moderate_exercise,2064
female,72,162,22,very_active,2521
male,87,158,18,sedentary,1928
female,50,170,23,sedentary,1544
male,76,159,20,moderate_exercise,2314
female,66,169,21,extra_active,2755
male,60,189,21,extra_active,2879
male,80,166,24,light_exercise,2140
male,78,155,18,sedentary,1797
male,66,160,23,sedentary,1661
female,48,156,19,light_exercise,1649
female,71,154,20,light_exercise,1941
male,60,199,23,light_exercise,2156
female,63,170,22,moderate_exercise,2203
female,75,155,21,sedentary,1743
male,55,196,22,very_active,2594
female,85,174,22,sedentary,2000
female,88,158,23,extra_active,3024
male,70,194,21,light_exercise,2264
female,53,160,20,moderate_exercise,1967
female,65,174,24,light_exercise,2003
male,85,196,21,sedentary,2171
female,76,177,22,light_exercise,2193
female,48,152,22,very_active,1999
female,47,159,21,moderate_exercise,1857
male,54,158,19,light_exercise,1748
female,79,172,24,extra_active,3010
male,96,172,22,sedentary,2117
female,53,164,20,extra_active,2459
male,88,192,24,extra_active,3418
male,99,163,18,very_active,3032
male,54,162,24,light_exercise,1748
female,67,168,24,very_active,2482
female,84,164,18,extra_active,3067
female,71,157,22,sedentary,1704
male,82,167,22,moderate_exercise,2469
female,54,156,18,extra_active,2402
female,42,164,18,sedentary,1433
female,78,161,20,extra_active,2898
female,65,179,23,very_active,2575
male,87,153,23,moderate_exercise,2403
male,52,152,19,sedentary,1457
male,65,199,18,moderate_exercise,2546
female,59,152,24,sedentary,1511
female,86,174,20,moderate_exercise,2614
female,58,177,18,very_active,2476
male,78,192,19,light_exercise,2370
male,89,190,23,sedentary,2162
female,60,169,20,sedentary,1674
female,87,174,24,light_exercise,2305
male,96,170,21,sedentary,2108
female,41,169,19,extra_active,2299
female,61,161,20,sedentary,1626
male,72,157,18,light_exercise,1994
male,51,189,23,sedentary,1698
female,84,165,18,light_exercise,2228
female,63,151,19,sedentary,1581
female,71,173,23,very_active,2614
female,48,162,18,very_active,2142
male,70,187,20,very_active,2773
female,49,151,19,very_active,2032
female,71,155,19,moderate_exercise,2205
male,95,186,22,light_exercise,2532
male,57,164,22,very_active,2284
male,81,177,19,very_active,2864
female,49,166,20,light_exercise,1741
female,42,158,18,moderate_exercise,1793
female,44,164,18,extra_active,2307
female,71,168,18,moderate_exercise,2339
female,66,162,23,light_exercise,1920
female,61,175,22,very_active,2471
male,91,180,20,sedentary,2129
male,78,152,23,very_active,2508
female,62,173,22,extra_active,2717
female,69,161,24,extra_active,2689
male,52,165,18,extra_active,2470
female,71,157,20,extra_active,2717
male,94,192,22,moderate_exercise,2897
female,61,154,22,moderate_exercise,2017
male,97,190,24,very_active,3237
male,81,182,21,sedentary,2018
male,86,167,22,very_active,2816
male,50,193,24,very_active,2459
male,50,194,19,very_active,2512
male,75,183,18,light_exercise,2259
female,85,153,18,very_active,2683
male,85,165,19,extra_active,3088
male,51,159,24,moderate_exercise,1895
female,43,156,19,extra_active,2183
male,52,172,20,very_active,2301
female,50,169,22,light_exercise,1767
male,95,152,20,moderate_exercise,2540
female,43,167,18,moderate_exercise,1895
female,62,178,22,light_exercise,2010
female,40,169,20,light_exercise,1643
female,65,174,21,moderate_exercise,2281
male,93,199,24,light_exercise,2603
male,59,199,22,sedentary,1875
female,76,171,18,extra_active,2998
female,54,159,21,extra_active,2409
female,41,170,23,sedentary,1436
female,68,167,20,sedentary,1755
female,63,151,22,very_active,2247
female,79,168,19,sedentary,1901
female,41,158,20,very_active,1960
female,83,167,24,moderate_exercise,2469
male,78,182,23,extra_active,3119
male,93,194,22,very_active,3228
male,68,169,24,moderate_exercise,2256
female,65,155,24,light_exercise,1839
female,72,164,21,light_exercise,2034
female,87,165,22,sedentary,1956
male,63,158,23,very_active,2314
male,61,167,18,light_exercise,1929
male,81,175,21,light_exercise,2252
female,48,162,21,sedentary,1472
female,68,169,19,sedentary,1776
male,86,172,18,very_active,2905
male,56,156,21,very_active,2189
male,50,169,18,extra_active,2480
female,47,172,24,moderate_exercise,1959
female,85,167,24,light_exercise,2218
female,55,154,19,light_exercise,1728
male,70,189,23,moderate_exercise,2488
female,84,165,19,moderate_exercise,2504
female,78,172,19,sedentary,1919
female,72,155,23,extra_active,2684
male,72,175,20,moderate_exercise,2407
female,59,164,19,light_exercise,1869
female,84,174,22,moderate_exercise,2568
male,65,176,20,very_active,2569
male,62,179,22,light_exercise,2018
male,68,167,19,sedentary,1761
male,76,169,18,sedentary,1878
male,59,174,24,extra_active,2653
male,91,161,23,moderate_exercise,2542
male,96,173,18,very_active,3088
female,51,159,18,light_exercise,1723
male,87,189,19,light_exercise,2468
female,43,178,18,very_active,2228
female,47,169,19,light_exercise,1747
female,76,171,22,very_active,2687
female,69,172,18,sedentary,1817
female,78,177,20,moderate_exercise,2519
female,52,159,21,moderate_exercise,1934
female,86,178,19,very_active,2961
male,72,191,19,very_active,2860
male,88,164,21,light_exercise,2254
female,75,156,23,light_exercise,1992
female,67,174,18,moderate_exercise,2335
male,96,183,21,extra_active,3492
female,78,168,20,very_active,2707
female,71,156,23,moderate_exercise,2184
female,86,165,24,light_exercise,2214
male,92,162,21,extra_active,3166
female,85,159,23,very_active,2704
male,69,165,23,light_exercise,1987
female,80,156,20,extra_active,2877
female,79,173,23,extra_active,3031
female,82,166,20,moderate_exercise,2475
female,41,174,24,light_exercise,1673
female,75,150,20,very_active,2461
male,99,182,21,sedentary,2234
male,80,187,20,sedentary,2049
male,68,169,24,moderate_exercise,2256
male,54,156,22,very_active,2146
female,80,152,19,very_active,2577
male,99,186,23,extra_active,3565
male,99,191,21,moderate_exercise,2973
male,69,184,23,very_active,2698
female,56,160,23,very_active,2215
male,61,190,24,very_active,2616
female,52,158,19,very_active,2159
male,94,179,21,light_exercise,2465
male,92,150,20,sedentary,1916
male,93,172,18,moderate_exercise,2719
male,64,193,23,very_active,2709
male,86,183,18,very_active,3023
female,89,167,24,light_exercise,2273
male,75,159,20,moderate_exercise,2298
female,89,171,22,very_active,2911
female,41,154,20,light_exercise,1528
female,82,159,22,moderate_exercise,2391
male,86,186,19,sedentary,2120
female,61,166,22,very_active,2374
male,79,159,22,extra_active,2874
male,90,172,21,moderate_exercise,2649
male,93,182,22,extra_active,3413
female,40,154,18,sedentary,1334
male,87,186,24,extra_active,3328
female,61,152,18,extra_active,2487
female,52,168,19,moderate_exercise,2037
female,59,163,18,extra_active,2580
female,55,173,19,light_exercise,1891
female,85,165,21,very_active,2786
female,56,176,21,sedentary,1673
male,71,176,18,light_exercise,2144
male,87,157,19,moderate_exercise,2473
male,71,186,18,light_exercise,2230
female,54,165,20,very_active,2260
male,89,172,22,moderate_exercise,2626
male,95,178,21,moderate_exercise,2785
female,85,154,23,moderate_exercise,2382
male,96,185,23,sedentary,2208
male,97,169,24,sedentary,2094
male,97,179,24,sedentary,2169
male,51,157,19,extra_active,2347
male,50,187,22,light_exercise,1922
male,55,179,22,moderate_exercise,2167
female,54,151,18,very_active,2126
female,88,151,22,very_active,2678
male,88,157,21,sedentary,1914
male,83,159,21,very_active,2687
male,68,191,24,very_active,2747
